Time,Position
28205.202,366;856
28238.213,375;859
28272.205,381;861
28305.71,386;862
28338.721,392;861
28374.714,397;865
28406.226,397;869
28438.483,398;869
28472.483,398;871
28505.162,396;869
28539.18,393;868
28572.182,391;869
28605.28,389;867
28638.42,390;864
28673.587,391;863
28705.677,389;862
28738.192,390;859
28772.182,391;859
28804.265,391;858
28838.776,391;857
28871.777,390;858
28905.787,391;861
28938.302,394;863
28972.302,395;862
29004.295,397;861
29038.8,398;861
29072.808,398;858
29105.813,398;855
29138.331,397;854
29172.331,398;852
29204.324,399;850
29238.829,399;850
29272.829,400;849
29304.832,401;848
29339.355,402;847
29372.356,404;845
29404.366,405;846
29438.875,405;845
29471.877,404;843
29505.893,404;842
29538.409,404;841
29571.407,401;838
29604.53,402;835
29639.057,402;832
29672.057,399;834
29705.043,396;833
29739.587,395;831
29773.596,392;833
29804.604,386;829
29839.11,386;827
29872.119,386;827
29906.126,388;827
29939.109,391;829
29972.111,391;829
30005.114,391;832
30039.139,390;834
30072.139,390;833
30105.141,389;834
30138.655,390;834
30172.646,389;834
30204.647,390;834
30238.152,391;833
30272.16,391;833
30304.711,391;834
30339.217,391;834
30374.225,390;833
30406.303,391;833
30438.651,390;833
30472.652,390;834
30505.654,391;834
30538.116,391;834
30572.109,391;834
30605.11,391;833
30638.624,391;834
30672.624,390;834
30705.64,390;833
30738.16,390;834
30774.144,390;834
30805.15,391;833
30839.665,391;833
30872.657,391;835
30905.744,390;834
30939.163,391;834
30972.164,390;834
31005.279,391;834
31038.712,391;833
31071.712,392;834
31104.997,278;819
31139.364,391;834
31172.364,391;839
31205.366,388;842
31238.873,387;848
31271.873,386;851
31305.878,385;852
31339.453,385;852
31371.84,384;851
31406.963,385;850
31438.471,384;849
31472.478,383;852
31505.472,383;852
31539.027,382;853
31573.027,381;852
31605.118,382;851
31638.539,382;851
31672.538,384;852
31705.541,386;852
31738.047,385;854
31774.056,385;854
31805.049,386;854
31838.565,387;855
31872.565,387;855
31905.649,387;858
31939.161,388;859
31972.177,387;858
32005.177,385;857
32038.805,384;856
32072.808,385;854
32105.807,385;852
32139.335,385;852
32172.351,386;854
32205.351,386;854
32238.865,387;851
32273.856,389;846
32305.873,389;841
32338.382,390;836
32372.39,387;833
32405.383,385;829
32438.89,385;826
32472.89,385;824
32505.892,382;823
32539.402,381;823
32572.404,381;822
32605.534,379;822
32638.67,378;820
32673.662,379;820
32706.664,379;821
32739.698,380;823
32772.706,380;823
32805.734,380;823
32839.241,381;822
32872.258,381;822
32906.243,381;821
32939.757,381;821
32972.76,381;821
33005.843,381;821
33039.282,381;821
33073.273,381;821
33105.276,381;822
33139.784,381;822
33172.544,381;822
33206.548,380;822
33239.063,381;822
33273.063,381;822
33306.056,381;822
33339.084,381;822
33373.091,381;822
33406.167,380;822
33438.598,380;822
33473.591,380;822
33505.68,381;822
33539.108,380;822
33573.109,380;822
33606.178,380;822
33638.631,379;823
33672.645,379;822
33705.633,379;823
33739.278,379;823
33774.278,379;823
33806.289,379;823
33839.796,379;823
33873.796,379;823
33905.793,379;823
33939.308,379;823
33972.299,379;823
34005.302,379;823
34039.807,378;823
34073.807,378;823
34106.6,378;823
34139.653,378;824
34173.662,378;824
34206.697,378;823
34239.935,378;823
34274.057,379;823
34306.06,379;823
34339.57,379;823
34372.572,378;823
34405.584,378;823
34439.089,378;823
34475.088,378;823
34505.081,378;823
34539.596,378;823
34574.596,378;823
34605.674,378;823
34640.112,378;823
34673.122,378;824
34707.11,378;826
34740.626,380;830
34774.619,381;834
34805.62,380;837
34840.124,381;840
34873.133,381;842
34906.126,382;843
34939.639,383;843
34972.641,384;842
35006.648,384;841
35040.153,384;842
35073.162,384;842
35106.164,383;842
35138.66,381;843
35173.924,381;841
35205.928,383;842
35239.241,383;841
35273.227,385;838
35306.502,386;838
35340.047,388;836
35373.055,391;835
35406.135,392;834
35439.639,393;835
35475.647,392;837
35506.651,391;836
35539.326,391;839
35573.318,392;837
35606.322,393;837
35639.828,395;837
35674.837,396;837
35705.854,396;837
35739.363,397;836
35773.361,398;835
35806.457,397;835
35839.954,396;835
35872.963,394;837
35906.968,396;835
35939.475,397;834
35972.486,395;833
36005.478,393;832
36038.993,390;830
36071.993,386;830
36106.481,380;832
36139.069,377;832
36172.997,376;831
36206.989,353;805
36239.505,372;829
36272.506,372;829
36306.498,373;829
36338.882,371;830
36373.874,371;830
36406.877,372;830
36439.486,372;830
36472.486,359;830
36506.479,371;831
36539.671,344;810
36572.671,373;830
36606.678,373;830
36639.284,372;830
36673.281,373;829
36706.313,373;829
36739.867,372;829
36773.862,372;829
36805.865,370;833
36839.279,332;833
36873.313,250;767
36906.402,332;838
36939.907,372;829
36972.924,373;829
37006.924,372;829
37039.278,372;829
37074.271,372;829
37106.28,372;829
37140.794,372;830
37173.802,321;832
37206.795,372;829
37239.304,373;829
37273.302,315;813
37306.304,322;838
37340.817,372;829
37372.818,371;830
37406.811,371;833
37439.46,376;836
37474.467,377;841
37506.461,379;846
37540.507,382;846
37573.506,384;850
37606.547,385;854
37639.866,388;854
37673.876,389;854
37707.884,389;855
37739.39,387;855
37773.398,388;854
37806.391,388;853
37839.919,388;848
37872.935,387;845
37905.92,383;837
37941.004,379;832
37972.912,375;825
38005.914,371;823
38039.428,367;820
38073.418,360;818
38107.421,356;818
38140.928,353;817
38172.927,352;816
38207.812,351;816
38239.489,353;815
38272.488,354;815
38306.49,355;815
38339.996,357;815
38373.027,358;813
38407.045,359;814
38440.132,361;814
38474.124,360;813
38507.139,360;813
38539.643,359;813
38573.643,359;813
38606.646,360;814
38641.18,364;816
38673.187,368;815
38706.18,367;811
38739.89,368;808
38773.886,371;805
38806.887,372;801
38839.499,372;798
38873.49,373;796
38906.565,374;796
38939.906,374;795
38972.916,373;793
39006.909,374;792
39039.401,374;789
39075.506,376;786
39106.597,378;785
39140.246,381;785
39173.247,381;787
39207.248,382;789
39239.768,381;791
39273.839,381;791
39306.833,380;791
39339.477,378;791
39374.478,378;790
39408.478,379;790
39439.983,380;789
39473.016,381;789
39508.1,381;787
39540.807,383;784
39574.433,384;782
39607.435,385;783
39640.035,385;783
39673.035,384;781
39708.065,384;782
39740.532,384;782
39773.542,384;782
39806.535,383;781
39840.12,384;781
39873.121,384;782
39907.159,384;785
39940.237,385;787
39973.236,384;788
40007.24,385;788
40039.924,385;789
40074.931,386;789
40106.924,385;789
40139.45,386;789
40174.45,386;788
40208.445,386;787
40239.958,385;787
40273.96,385;786
40306.951,386;785
40339.643,386;786
40373.644,385;787
40406.647,384;786
40440.755,386;750
40473.76,386;786
40507.757,383;763
40540.292,386;786
40573.29,385;785
40607.384,385;788
40640.967,385;788
40674.104,387;787
40708.105,387;787
40741.002,387;786
40774.002,386;787
40807.996,386;787
40840.293,385;787
40874.293,385;786
40907.374,385;784
40940.154,385;785
40974.154,386;785
41007.155,386;785
41039.661,387;786
41073.66,387;785
41107.757,386;786
41140.307,386;787
41173.309,386;787
41206.807,386;786
41240.125,386;785
41273.063,386;784
41308.15,386;784
41341.745,387;784
41373.753,386;785
41407.746,385;785
41440.286,385;786
41474.286,385;788
41507.287,385;789
41539.887,386;788
41573.887,387;788
41606.891,386;787
41639.918,386;787
41673.926,386;788
41707.921,387;785
41741.268,389;782
41773.268,389;781
41808.271,388;781
41840.871,387;782
41873.867,387;784
41906.865,388;786
41939.955,388;786
41973.879,388;783
42007.882,389;783
42040.425,389;783
42073.434,388;783
42108.517,388;781
42140.022,388;780
42174.033,387;780
42208.025,387;779
42240.537,385;779
42274.528,384;780
42306.756,384;780
42341.282,384;782
42374.287,384;783
42407.282,385;786
42440.372,385;788
42473.373,385;792
42507.374,387;794
42540.911,384;799
42573.903,384;807
42607.92,382;813
42641.449,380;816
42674.45,378;818
42707.452,379;820
42741.145,383;820
42775.146,381;812
42807.243,387;807
42840.472,392;807
42874.471,393;807
42908.464,400;808
42940.598,406;806
42973.609,410;803
43007.601,414;800
43040.304,417;796
43074.302,418;793
43107.296,418;789
43140.889,419;785
43173.889,421;782
43206.964,420;778
43240.92,421;776
